period,time,x,y,target,freeKick,rightFoot,leftFoot,head,opportunity,goal
2,931,90,73,1.0,0,1,0,0,1,0
2,1217,87,30,1.0,0,1,0,0,0,0
2,1544,75,78,1.0,0,0,1,0,1,0
2,1621,91,61,1.0,0,1,0,0,1,0
2,1660,93,47,1.0,0,0,0,1,1,1
2,1940,91,66,0.0,0,0,1,0,1,0
2,1958,88,28,0.0,0,1,0,0,0,0
2,1968,90,53,0.0,0,0,0,1,0,0
2,2182,89,56,1.0,0,0,0,1,0,0
1,890,73,67,1.0,0,1,0,0,0,0
1,1063,73,66,0.0,0,0,1,0,0,0
1,2050,72,31,1.0,0,1,0,0,0,0
1,2346,94,48,1.0,0,0,0,1,1,1
2,208,95,55,0.0,0,0,0,1,1,0
2,328,70,66,1.0,0,0,1,0,1,0
2,362,82,63,1.0,0,1,0,0,1,0
2,427,87,58,1.0,0,0,1,0,0,0
2,635,80,47,1.0,0,0,1,0,0,0
2,676,71,58,1.0,0,1,0,0,0,0
2,769,89,37,0.0,0,0,1,0,1,0
2,1259,90,49,0.0,0,0,0,1,1,0
2,1445,89,58,1.0,0,1,0,0,1,1
2,1686,78,59,0.0,0,1,0,0,0,0
2,1785,86,47,1.0,0,1,0,0,1,1
2,2111,94,41,0.0,0,1,0,0,1,0
2,2327,96,57,1.0,0,1,0,0,1,0
2,2396,74,12,1.0,1,0,1,0,1,0
2,2573,74,37,0.0,0,1,0,0,1,0
2,2643,72,60,1.0,0,0,1,0,0,0
1,316,72,36,1.0,0,1,0,0,1,0
1,656,89,28,1.0,0,1,0,0,1,0
1,658,94,42,1.0,0,1,0,0,1,1
1,798,95,74,1.0,0,1,0,0,1,0
1,925,75,43,0.0,0,1,0,0,0,0
1,1297,88,56,1.0,0,1,0,0,1,0
1,2002,89,36,0.0,0,1,0,0,1,1
1,2315,85,70,1.0,0,0,1,0,1,0
1,2369,75,81,0.0,0,0,1,0,1,0
2,239,91,45,0.0,0,0,0,1,1,0
2,265,87,63,1.0,0,1,0,0,1,0
2,357,82,47,1.0,0,1,0,0,1,0
2,574,78,67,1.0,0,0,1,0,1,0
2,1138,89,23,0.0,0,1,0,0,1,0
2,1527,93,62,1.0,0,1,0,0,1,1
2,1755,90,59,0.0,0,0,1,0,1,0
2,1954,92,57,0.0,0,0,1,0,1,1
2,2332,91,46,1.0,0,0,0,1,1,0
2,2940,92,60,1.0,0,0,1,0,1,0
1,718,94,40,0.0,0,0,0,1,1,0
1,769,80,37,0.0,0,1,0,0,1,0
1,896,80,44,1.0,0,1,0,0,0,0
1,918,80,47,0.0,0,0,1,0,1,0
1,1376,78,50,1.0,0,0,1,0,0,0
1,1913,87,47,1.0,0,0,0,1,1,0
1,1954,67,69,1.0,0,1,0,0,0,0
1,2050,94,74,0.0,0,1,0,0,1,0
1,2219,85,70,1.0,0,1,0,0,0,0
2,463,80,33,0.0,0,1,0,0,0,0
2,753,96,37,0.0,0,1,0,0,1,0
2,840,96,52,1.0,0,1,0,0,1,1
2,1009,85,43,0.0,0,1,0,0,0,0
2,1096,75,49,1.0,0,0,1,0,0,0
2,1344,89,35,1.0,0,0,0,1,1,0
2,1612,93,43,0.0,0,0,0,1,1,0
2,1713,89,48,1.0,0,1,0,0,1,0
2,1961,89,47,1.0,0,0,0,1,1,0
1,16,80,32,0.0,0,1,0,0,0,0
1,721,76,65,1.0,1,0,1,0,1,0
1,1598,90,26,0.0,0,1,0,0,1,0
1,1633,88,74,0.0,0,0,1,0,1,0
1,2223,73,41,0.0,1,1,0,0,0,0
2,1093,73,66,0.0,1,1,0,0,0,0
2,1195,90,66,1.0,0,0,1,0,0,0
2,1235,93,56,1.0,0,0,0,1,1,0
2,1718,94,55,1.0,0,0,0,1,1,1
2,1872,93,66,0.0,0,1,0,0,1,0
2,2038,89,66,0.0,0,1,0,0,1,0
1,109,94,66,1.0,0,0,0,1,1,0
1,313,81,71,1.0,0,1,0,0,1,0
1,403,96,55,0.0,0,0,0,1,1,1
1,615,93,39,1.0,0,0,0,1,1,0
1,720,73,31,1.0,0,1,0,0,0,0
1,808,90,70,0.0,0,1,0,0,0,0
1,917,81,59,1.0,0,0,1,0,0,0
1,959,75,44,1.0,0,1,0,0,0,0
1,1297,72,48,0.0,1,1,0,0,1,0
1,1308,83,79,0.0,0,1,0,0,0,0
1,1898,76,44,1.0,1,1,0,0,0,0
1,2491,73,96,0.0,0,1,0,0,0,0
1,2806,91,29,0.0,0,1,0,0,1,0
2,367,78,25,1.0,0,0,1,0,1,0
2,536,83,52,1.0,0,1,0,0,1,0
2,556,90,54,1.0,0,0,0,1,1,1
2,872,79,28,1.0,0,1,0,0,0,0
2,971,87,34,0.0,0,1,0,0,1,1
2,1459,86,45,1.0,0,1,0,0,1,0
2,1626,76,28,1.0,0,1,0,0,0,0
2,1893,79,31,1.0,0,0,1,0,1,0
2,1980,71,37,1.0,0,1,0,0,0,0
2,2400,76,64,1.0,0,1,0,0,1,0
2,2480,70,19,1.0,0,1,0,0,0,0
2,2703,74,27,1.0,0,1,0,0,0,0
2,2959,91,73,1.0,0,1,0,0,1,0
1,503,77,56,0.0,1,0,1,0,1,0
1,1232,83,42,0.0,1,1,0,0,1,0
1,1280,74,37,1.0,0,1,0,0,0,0
1,2442,72,54,1.0,0,0,1,0,1,1
2,155,86,62,1.0,0,0,1,0,0,0
2,156,93,55,1.0,0,0,1,0,1,1
2,708,82,75,0.0,0,1,0,0,1,1
2,1086,91,48,0.0,0,0,1,0,1,0
2,1088,94,34,0.0,0,0,1,0,1,1
2,1257,72,23,1.0,1,0,1,0,0,0
2,1259,74,26,1.0,0,0,1,0,0,0
2,1369,88,65,0.0,0,1,0,0,1,1
2,1496,91,34,0.0,0,0,1,0,1,0
2,2358,90,57,1.0,0,1,0,0,1,0
2,2428,87,58,1.0,0,1,0,0,1,0
2,2824,92,40,1.0,0,0,0,1,1,1
2,2995,93,39,1.0,0,1,0,0,1,0
1,269,26,71,1.0,0,0,1,0,0,0
1,808,20,38,1.0,0,1,0,0,1,0
1,2131,14,64,1.0,0,1,0,0,1,0
1,2355,10,64,1.0,0,0,0,1,0,0
1,2676,81,35,0.0,0,1,0,0,0,0
1,2714,97,62,0.0,0,1,0,0,1,0
1,2748,93,56,0.0,0,0,0,1,1,0
2,108,90,38,0.0,0,1,0,0,1,0
2,323,89,44,0.0,0,0,0,1,1,0
2,466,76,42,0.0,0,0,1,0,0,0
2,891,93,52,0.0,0,0,0,1,1,0
2,2360,82,44,0.0,0,1,0,0,1,0
2,2362,97,31,0.0,0,0,1,0,1,0
2,2635,90,42,0.0,0,0,0,1,1,0
2,2682,91,57,0.0,0,0,0,1,1,0
2,2842,87,32,1.0,0,1,0,0,1,0
1,134,70,23,0.0,0,0,1,0,0,0
1,364,74,48,0.0,0,1,0,0,0,0
1,575,77,34,0.0,0,0,1,0,1,0
1,697,89,25,0.0,0,0,1,0,0,0
1,926,92,52,0.0,0,0,0,1,1,0
1,96,81,40,0.0,0,0,1,0,0,0
1,203,92,74,0.0,0,1,0,0,1,0
1,205,89,50,0.0,0,0,1,0,0,0
1,230,82,52,0.0,0,0,1,0,0,0
1,404,88,73,0.0,0,0,1,0,1,0
1,913,81,43,0.0,0,0,1,0,1,0
1,56,96,41,1.0,0,0,1,0,1,1
1,219,93,44,0.0,0,1,0,0,1,1
1,693,83,70,0.0,1,0,1,0,1,0
1,1134,86,28,0.0,0,1,0,0,0,0
1,1325,79,47,1.0,0,1,0,0,0,0
1,1590,89,63,1.0,0,1,0,0,1,0
1,1698,77,32,0.0,0,1,0,0,1,0
1,1709,92,43,0.0,0,1,0,0,1,0
1,1914,80,26,0.0,0,1,0,0,0,0
1,2036,78,71,1.0,0,0,1,0,0,0
1,2289,94,48,0.0,0,0,0,1,1,0
1,2489,86,70,1.0,0,1,0,0,1,0
1,2637,86,37,0.0,0,0,1,0,1,0
2,36,82,73,0.0,0,0,1,0,0,0
2,634,96,67,1.0,0,1,0,0,1,0
2,1113,89,25,0.0,0,1,0,0,0,0
2,1164,82,31,0.0,0,1,0,0,0,0
2,1598,89,63,1.0,0,1,0,0,1,0
2,1714,83,36,1.0,0,1,0,0,1,0
2,1892,77,62,0.0,0,1,0,0,1,0
2,1940,78,72,0.0,0,0,1,0,1,0
2,2319,92,37,0.0,0,0,0,1,1,0
2,2444,80,36,0.0,0,0,1,0,1,0
2,2483,77,58,0.0,0,0,0,1,1,0
2,2517,78,64,1.0,0,1,0,0,1,0
2,2777,74,50,0.0,0,1,0,0,1,0
2,2853,81,61,1.0,0,1,0,0,1,0
1,65,72,60,1.0,0,0,1,0,0,0
1,135,76,59,1.0,0,1,0,0,0,0
1,506,78,58,1.0,0,1,0,0,1,0
1,35,79,30,0.0,0,1,0,0,0,0
1,122,88,27,1.0,0,1,0,0,1,0
1,436,92,27,1.0,0,1,0,0,1,0
1,815,77,45,0.0,0,1,0,0,1,0
1,871,79,35,0.0,0,1,0,0,1,0
1,102,91,67,1.0,0,1,0,0,0,0
1,288,71,50,0.0,0,1,0,0,1,0
1,1047,90,69,1.0,0,0,1,0,0,0
1,1276,88,56,1.0,0,0,1,0,0,0
1,1467,93,33,0.0,0,1,0,0,1,0
1,1554,86,66,0.0,0,0,1,0,1,0
1,1568,80,36,0.0,0,1,0,0,1,0
1,1744,81,28,1.0,0,0,1,0,1,0
1,1945,86,40,0.0,0,0,1,0,1,0
1,2026,79,33,0.0,0,0,1,0,1,0
1,2257,71,50,0.0,0,1,0,0,0,0
1,2346,70,30,0.0,1,1,0,0,1,0
2,71,86,58,0.0,0,1,0,0,1,0
2,160,88,39,0.0,0,1,0,0,1,0
2,273,76,34,1.0,0,0,1,0,1,0
2,320,96,53,0.0,0,1,0,0,1,1
2,409,73,39,1.0,0,0,1,0,0,0
2,483,77,74,1.0,0,1,0,0,0,0
2,634,77,63,0.0,0,1,0,0,1,0
2,821,90,54,0.0,0,1,0,0,1,0
2,941,74,42,1.0,0,1,0,0,0,0
2,945,77,69,1.0,0,0,1,0,1,0
2,1079,88,67,0.0,0,1,0,0,1,0
2,1358,86,50,0.0,0,0,1,0,1,0
2,1454,76,48,1.0,0,0,1,0,0,0
2,1787,77,64,0.0,0,0,1,0,1,0
2,2574,92,40,0.0,0,1,0,0,1,0
2,2577,94,52,0.0,0,1,0,0,1,1
2,2791,93,72,1.0,0,1,0,0,1,0
2,2986,88,63,1.0,0,1,0,0,0,0
1,56,79,57,1.0,0,0,1,0,1,0
1,555,65,41,1.0,0,1,0,0,0,0
1,915,74,37,0.0,0,0,1,0,0,0
1,996,88,48,0.0,0,0,1,0,1,0
1,1039,92,64,0.0,0,1,0,0,1,0
1,1212,79,63,0.0,0,1,0,0,0,0
1,1567,83,52,0.0,0,1,0,0,0,0
1,1594,84,30,0.0,0,0,1,0,1,0
1,1648,98,58,0.0,0,1,0,0,1,0
1,1833,89,57,1.0,0,0,0,1,1,0
1,2138,87,35,0.0,0,1,0,0,1,0
1,2145,75,60,0.0,0,1,0,0,0,0
2,139,89,70,1.0,0,1,0,0,1,1
2,229,87,53,0.0,0,1,0,0,1,0
2,395,76,38,1.0,0,1,0,0,1,1
2,666,80,31,0.0,0,1,0,0,0,0
2,1005,95,54,0.0,0,0,0,1,1,0
2,1139,90,59,1.0,0,1,0,0,1,0
2,1207,80,66,0.0,0,1,0,0,1,0
2,1381,93,54,0.0,0,1,0,0,1,0
2,1435,93,27,0.0,0,0,0,1,1,1
2,1639,84,53,0.0,0,1,0,0,0,0
2,1706,91,50,0.0,0,0,0,1,1,1
2,1793,91,29,1.0,0,1,0,0,0,0
2,1973,89,60,0.0,0,0,0,1,1,0
2,2081,90,66,0.0,0,0,0,1,1,0
2,2289,91,33,1.0,0,0,1,0,1,0
2,2404,92,37,0.0,0,0,0,1,1,0
2,2408,93,55,0.0,0,0,0,1,1,0
2,2436,70,57,0.0,0,1,0,0,1,0
2,2497,71,29,0.0,0,0,1,0,1,0
2,2880,69,55,1.0,1,0,1,0,1,0
2,2925,91,42,0.0,0,0,1,0,1,1
1,15,68,72,1.0,0,0,1,0,0,0
1,411,86,25,1.0,0,1,0,0,1,0
1,441,91,65,0.0,0,1,0,0,1,0
1,480,86,45,0.0,0,1,0,0,1,0
1,487,83,46,0.0,0,1,0,0,1,0
1,799,72,66,0.0,0,1,0,0,0,0
1,1401,90,61,1.0,0,0,0,1,1,0
1,1677,90,54,0.0,0,0,1,0,1,0
1,1870,68,16,1.0,1,0,1,0,1,0
1,1995,68,53,1.0,0,0,1,0,1,0
1,2149,81,68,1.0,0,0,1,0,0,0
1,2279,89,36,1.0,0,1,0,0,1,0
1,2375,73,55,0.0,1,1,0,0,1,0
1,2434,91,33,0.0,0,1,0,0,1,0
2,233,88,66,0.0,0,0,1,0,1,0
2,440,72,30,1.0,0,1,0,0,0,0
2,1100,86,14,0.0,1,1,0,0,0,0
2,1254,84,52,0.0,0,1,0,0,1,1
2,1412,74,54,0.0,0,1,0,0,1,0
2,1429,74,39,1.0,0,1,0,0,1,0
2,1545,87,70,1.0,0,0,1,0,0,0
2,1606,69,51,1.0,0,0,1,0,0,0
2,1975,74,72,1.0,0,0,1,0,0,0
2,2001,91,72,1.0,0,1,0,0,0,0
2,2039,96,44,1.0,0,0,0,1,1,0
2,2413,80,38,1.0,0,1,0,0,0,0
2,2430,86,50,1.0,0,0,1,0,0,0
2,2745,92,44,1.0,0,0,0,1,1,0
2,3074,83,51,0.0,1,1,0,0,1,0
1,323,87,14,1.0,1,1,0,0,1,0
1,760,83,49,1.0,0,1,0,0,1,0
1,929,97,45,1.0,0,0,0,1,1,0
1,1312,79,67,0.0,0,1,0,0,0,0
1,1319,74,15,0.0,0,0,1,0,0,0
1,1814,80,53,1.0,0,0,1,0,0,0
1,1964,76,54,0.0,0,0,1,0,1,0
1,2477,74,43,1.0,1,1,0,0,1,0
1,2659,72,67,1.0,0,1,0,0,1,0
1,2775,81,61,0.0,0,0,1,0,1,0
1,2809,88,60,1.0,0,1,0,0,1,0
2,827,71,62,0.0,0,0,1,0,0,0
2,1040,97,41,1.0,0,0,0,1,1,0
2,1658,87,56,1.0,0,0,0,1,1,0
2,2157,90,71,0.0,0,1,0,0,1,0
2,2307,93,37,1.0,0,0,0,1,1,0
2,2407,93,60,0.0,0,0,0,1,1,0
2,2495,76,65,0.0,0,1,0,0,1,0
2,2819,72,50,0.0,0,1,0,0,1,0
2,2853,93,52,0.0,0,0,0,1,1,1
1,618,89,51,0.0,0,0,0,1,1,0
1,662,89,41,0.0,0,0,0,1,1,0
1,787,89,43,0.0,0,0,0,1,1,0
1,9,79,48,1.0,0,0,1,0,0,0
1,120,92,69,1.0,0,1,0,0,0,0
1,411,90,28,1.0,0,0,1,0,1,0
1,546,93,54,1.0,0,0,0,1,1,0
1,703,76,58,1.0,0,1,0,0,0,0
1,890,94,56,1.0,0,0,0,1,1,0
1,1087,72,52,1.0,0,1,0,0,0,0
1,1817,48,89,0.0,0,1,0,0,0,0
1,2101,87,64,0.0,0,1,0,0,1,0
1,2371,90,52,1.0,0,0,0,1,1,1
1,2503,73,35,0.0,0,0,1,0,1,0
1,2587,90,50,0.0,0,0,0,1,1,0
1,2589,98,43,0.0,0,0,1,0,1,0
2,449,71,59,1.0,0,1,0,0,0,0
2,610,82,72,0.0,0,0,1,0,1,0
2,783,87,75,0.0,0,1,0,0,0,0
2,947,76,24,1.0,0,0,1,0,1,1
2,1095,78,41,0.0,0,0,1,0,0,0
2,1098,82,44,0.0,0,0,1,0,1,0
2,1637,80,41,1.0,0,1,0,0,1,0
2,1832,82,63,1.0,0,0,1,0,1,0
2,2618,73,55,1.0,1,0,1,0,1,0
1,96,70,57,1.0,0,1,0,0,1,0
1,434,97,47,0.0,0,1,0,0,1,0
1,454,87,41,1.0,0,1,0,0,1,0
1,457,74,34,1.0,0,1,0,0,1,0
1,593,90,45,0.0,0,1,0,0,1,0
1,726,78,55,1.0,0,1,0,0,0,0
1,879,97,47,0.0,0,0,1,0,1,0
1,1137,76,31,0.0,0,1,0,0,1,0
1,1522,81,20,0.0,0,0,1,0,1,0
1,1769,84,54,0.0,0,1,0,0,0,0
1,1777,75,17,0.0,0,1,0,0,0,0
1,1850,81,69,1.0,0,1,0,0,1,1
1,2106,89,55,0.0,0,0,0,1,1,0
1,2199,74,26,0.0,0,1,0,0,1,0
1,2438,77,28,1.0,1,1,0,0,1,0
1,2478,94,44,1.0,0,1,0,0,1,0
2,341,96,48,0.0,0,1,0,0,1,0
2,402,81,32,0.0,0,1,0,0,0,0
2,541,98,67,0.0,0,1,0,0,1,0
2,974,88,29,1.0,0,0,1,0,1,0
2,1006,95,73,0.0,0,1,0,0,1,0
2,1079,79,38,0.0,0,1,0,0,0,0
2,1463,74,75,0.0,0,0,1,0,0,0
2,1550,72,73,0.0,0,0,1,0,1,0
2,1766,93,74,0.0,0,1,0,0,1,0
2,1768,90,60,0.0,0,1,0,0,1,0
2,1820,90,56,0.0,0,0,0,1,1,1
2,1966,91,40,0.0,0,0,1,0,1,0
2,2100,82,52,0.0,0,1,0,0,1,0
2,2305,89,42,0.0,0,1,0,0,1,0
2,2805,76,42,0.0,0,1,0,0,0,0
2,2894,82,50,0.0,0,1,0,0,1,0
2,2926,92,51,0.0,0,0,0,1,1,0
1,91,93,70,0.0,0,1,0,0,0,0
1,249,93,66,0.0,0,1,0,0,1,0
1,375,93,57,1.0,0,0,0,1,1,0
1,656,91,55,1.0,0,1,0,0,1,0
1,956,81,28,1.0,1,1,0,0,0,0
1,1668,90,62,1.0,0,0,0,1,1,0
1,1849,76,37,0.0,0,0,1,0,1,1
1,1935,78,41,1.0,0,1,0,0,0,0
1,2016,94,45,1.0,0,0,0,1,1,0
1,2215,96,30,0.0,0,1,0,0,1,0
1,2339,93,49,1.0,0,0,0,1,1,1
2,266,77,60,1.0,0,1,0,0,0,0
2,379,87,42,1.0,0,1,0,0,1,0
2,738,78,26,1.0,0,1,0,0,0,0
2,848,91,50,1.0,0,1,0,0,1,0
2,975,91,46,0.0,0,0,0,1,1,0
2,1079,76,35,1.0,0,1,0,0,0,0
2,1590,92,57,0.0,0,0,0,1,1,0
2,1855,87,43,1.0,0,0,1,0,1,0
2,1858,94,68,1.0,0,1,0,0,1,0
2,1911,90,46,1.0,0,0,0,1,1,0
2,2911,96,84,0.0,0,1,0,0,1,0
1,600,90,50,1.0,0,0,0,1,1,1
1,845,94,39,0.0,0,0,0,1,1,0
1,366,85,73,0.0,0,1,0,0,1,0
1,554,92,55,0.0,0,0,0,1,1,1
1,706,77,26,1.0,0,1,0,0,0,0
1,808,77,42,0.0,0,1,0,0,1,0
1,716,71,45,0.0,0,1,0,0,1,0
1,1119,79,59,1.0,0,1,0,0,1,0
1,1791,91,54,1.0,0,0,0,1,1,1
1,2071,77,74,1.0,0,1,0,0,0,0
1,2674,92,68,1.0,0,1,0,0,1,0
2,97,92,58,0.0,0,0,0,1,1,0
2,388,77,14,0.0,0,1,0,0,1,0
2,513,96,39,1.0,0,1,0,0,1,0
2,667,79,29,1.0,0,1,0,0,0,0
2,774,80,58,1.0,0,1,0,0,0,0
2,783,96,40,1.0,0,0,0,1,1,1
2,982,88,55,0.0,0,1,0,0,1,0
2,983,92,41,0.0,0,0,1,0,1,0
2,1237,90,32,1.0,0,0,1,0,1,0
2,1377,81,31,1.0,0,0,1,0,1,0
2,1560,90,56,0.0,0,0,1,0,1,0
2,2208,82,47,1.0,0,0,1,0,0,0
2,2700,81,70,0.0,1,0,1,0,1,0
1,900,91,33,1.0,0,0,1,0,1,0
1,1066,73,41,0.0,0,0,1,0,1,0
1,1113,88,31,1.0,0,1,0,0,1,0
1,1261,86,54,1.0,0,0,1,0,1,0
1,1363,87,60,0.0,0,0,1,0,1,0
1,1833,88,57,0.0,0,0,0,1,1,0
1,1929,79,35,0.0,0,1,0,0,0,0
1,1993,90,36,0.0,0,0,1,0,1,0
1,2167,69,24,0.0,0,0,1,0,0,0
1,2323,80,58,0.0,0,0,1,0,0,0
1,2338,95,69,0.0,0,1,0,0,1,0
1,2472,90,29,0.0,0,0,0,1,0,0
1,2651,73,75,0.0,1,0,1,0,0,0
2,121,88,54,1.0,0,0,0,1,1,0
2,303,88,39,0.0,0,1,0,0,1,0
2,336,94,65,0.0,0,0,0,1,1,1
2,638,79,31,0.0,0,0,1,0,0,0
2,649,90,40,0.0,0,0,1,0,1,0
2,747,77,73,1.0,0,1,0,0,0,0
2,948,88,41,1.0,0,1,0,0,1,0
2,1173,89,47,1.0,0,0,0,1,1,0
2,1318,82,40,0.0,0,0,1,0,0,0
2,1815,77,34,1.0,0,0,1,0,0,0
2,2001,89,55,0.0,0,0,0,1,1,0
2,2141,73,31,1.0,0,1,0,0,1,0
2,2843,85,58,0.0,0,1,0,0,1,0
2,3017,87,35,0.0,0,0,1,0,1,0
1,286,75,60,1.0,1,1,0,0,1,1
1,822,89,44,1.0,0,0,0,1,1,0
1,1097,75,23,0.0,0,1,0,0,1,0
1,1202,78,53,0.0,0,0,1,0,0,0
1,1341,69,29,0.0,0,1,0,0,1,0
1,1862,81,62,0.0,0,0,1,0,1,0
1,2103,83,50,1.0,0,1,0,0,1,0
1,2198,86,59,1.0,0,0,1,0,1,0
1,2552,70,71,0.0,0,1,0,0,0,0
2,621,74,57,1.0,0,1,0,0,1,0
2,906,78,37,0.0,0,0,1,0,0,0
2,1169,85,47,0.0,0,1,0,0,1,0
2,1320,98,70,1.0,0,1,0,0,0,0
2,1369,92,46,0.0,0,0,1,0,1,1
2,1570,90,31,0.0,0,0,1,0,1,0
2,1572,92,53,0.0,0,1,0,0,1,0
2,1675,78,67,0.0,0,1,0,0,1,0
2,1912,91,74,1.0,0,1,0,0,1,0
2,1959,71,54,1.0,0,1,0,0,0,0
2,2243,92,71,0.0,0,1,0,0,1,0
2,2284,93,29,0.0,0,1,0,0,1,0
2,2676,72,74,0.0,0,1,0,0,0,0
2,2787,84,51,1.0,0,0,0,1,1,0
1,454,75,61,1.0,0,1,0,0,0,0
1,497,89,57,1.0,0,0,0,1,1,0
1,687,88,69,0.0,0,0,1,0,0,0
1,947,83,42,0.0,0,0,1,0,1,0
1,991,89,42,0.0,0,1,0,0,1,0
1,124,91,32,0.0,0,0,1,0,1,0
1,185,93,39,0.0,0,0,1,0,1,1
1,522,89,40,0.0,0,0,1,0,1,0
1,636,78,26,0.0,0,1,0,0,1,0
1,866,89,69,0.0,0,1,0,0,1,0
1,218,92,53,0.0,0,1,0,0,1,1
1,660,81,67,1.0,0,0,1,0,0,0
1,677,90,29,0.0,0,1,0,0,1,0
1,823,72,49,1.0,0,1,0,0,1,0
1,865,89,62,1.0,0,0,0,1,1,0
1,1380,86,57,1.0,0,1,0,0,1,0
1,1432,76,39,1.0,0,1,0,0,0,0
1,1750,77,42,0.0,0,1,0,0,0,0
1,2015,88,57,0.0,0,1,0,0,0,0
1,2052,76,47,0.0,0,1,0,0,0,0
1,2055,93,37,0.0,0,1,0,0,1,0
1,2666,85,60,0.0,0,1,0,0,0,0
1,2806,86,37,0.0,0,0,1,0,0,0
2,608,90,70,1.0,0,1,0,0,0,0
2,1215,82,54,1.0,0,1,0,0,0,0
2,1383,73,61,1.0,0,1,0,0,1,0
2,1465,91,65,1.0,0,1,0,0,1,0
2,1500,90,45,1.0,0,0,0,1,1,0
2,1656,87,58,1.0,0,0,0,1,1,0
2,1719,88,37,1.0,0,0,0,1,1,0
2,1827,85,40,0.0,0,1,0,0,0,0
2,2050,89,72,0.0,0,1,0,0,1,0
2,2094,76,26,1.0,0,1,0,0,1,0
2,2188,87,42,0.0,0,1,0,0,1,1
2,2691,67,75,1.0,0,1,0,0,0,0
1,1255,86,65,1.0,0,0,0,1,1,0
1,1418,86,33,1.0,0,0,1,0,0,0
1,1676,87,42,1.0,0,0,1,0,1,1
1,2368,90,51,1.0,0,0,1,0,1,0
1,2569,92,35,1.0,0,0,0,1,1,0
1,2572,91,31,1.0,0,1,0,0,0,0
1,2720,93,48,1.0,0,0,0,1,1,0
2,70,76,61,0.0,0,0,1,0,1,0
2,123,88,35,1.0,0,0,1,0,1,0
2,275,74,55,1.0,0,1,0,0,0,0
2,396,94,73,0.0,0,1,0,0,1,0
2,813,82,54,0.0,0,1,0,0,1,0
2,816,85,45,0.0,0,0,1,0,1,1
2,947,91,32,0.0,0,0,1,0,0,0
2,1132,77,25,1.0,0,1,0,0,0,0
2,1177,75,56,0.0,0,1,0,0,1,1
2,1389,92,53,1.0,0,1,0,0,1,1
2,1802,65,61,1.0,0,1,0,0,1,0
2,1934,81,33,1.0,0,0,1,0,0,0
2,2487,78,76,0.0,0,0,1,0,1,0
2,2589,70,29,1.0,0,1,0,0,1,0
